予約番号,予約人数,予約件数,予約宴会名称,会場枝番,会場名称,会場使用日,宴会開始時間,宴会終了時間,行灯名称,会場予約人数,営業担当名称,予約状態ｺｰﾄﾞ,予約状態名称,会場ｺｰﾄﾞ,会場使用目的ｺｰﾄﾞ,会場使用目的名称,会場形式ｺｰﾄﾞ,会場形式名称,ｴｰｼﾞｪﾝﾄｺｰﾄﾞ,エージェン 名称,申込会社 名称,ｴｰｼﾞｪﾝﾄ名称,予約状態備考
"32027","60","1","京都市立御所東小学校","1","富士(１)","2025/05/15","18:00","19:00","京都市立御所東小学校","60","大木　淳","5","ｷｬﾝｾﾙ","180","1","夕食","26","テーブル","2999","京都第一ツーリスト","","その他AGT",""
"32027","60","1","京都市立御所東小学校","4","錦","2025/05/16","07:00","10:00","京都市立御所東小学校","60","大木　淳","5","ｷｬﾝｾﾙ","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"32027","60","1","京都市立御所東小学校","2","錦","2025/05/15","15:00","23:59","京都市立御所東小学校","60","大木　淳","5","ｷｬﾝｾﾙ","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"32028","65","1","京都市立桃山南小学校","3","富士(１)","2025/05/15","07:00","08:00","京都市立桃山南小学校","65","近藤　和記","1","決定予約","180","35","朝食","26","テーブル","2999","京都第一ツーリスト","","その他AGT",""
"32028","65","1","京都市立桃山南小学校","1","富士(１)","2025/05/14","18:00","19:00","京都市立桃山南小学校","65","近藤　和記","1","決定予約","180","1","夕食","26","テーブル","2999","京都第一ツーリスト","","その他AGT",""
"32028","65","1","京都市立桃山南小学校","4","錦","2025/05/15","07:00","10:00","京都市立桃山南小学校","65","近藤　和記","1","決定予約","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"32028","65","1","京都市立桃山南小学校","2","錦","2025/05/14","15:00","23:59","京都市立桃山南小学校","65","近藤　和記","1","決定予約","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"32029","100","1","京都市立羽束師小学校","3","富士","2025/05/23","07:00","08:00","京都市立羽束師小学校","100","大木　淳","5","ｷｬﾝｾﾙ","170","35","朝食","26","テーブル","2999","京都第一ツーリスト","","その他AGT",""
"32029","100","1","京都市立羽束師小学校","1","富士","2025/05/22","18:00","19:00","京都市立羽束師小学校","100","大木　淳","5","ｷｬﾝｾﾙ","170","1","夕食","26","テーブル","2999","京都第一ツーリスト","","その他AGT",""
"32029","100","1","京都市立羽束師小学校","4","錦","2025/05/23","07:00","10:00","京都市立羽束師小学校","100","大木　淳","5","ｷｬﾝｾﾙ","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"32029","100","1","京都市立羽束師小学校","2","錦","2025/05/22","15:00","23:59","京都市立羽束師小学校","100","大木　淳","5","ｷｬﾝｾﾙ","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"32175","95","1","全愛知建設労働組合","2","鶴(２)","2025/05/25","17:30","19:30","全愛知建設労働組合","95","近藤　和記","1","決定予約","280","30","懇親会","72","丸卓","2999","シティツアーズ　本社","","その他AGT","14：00～準備"
"32175","95","1","全愛知建設労働組合","1","紬","2025/05/25","14:30","17:30","全愛知建設労働組合","95","近藤　和記","1","決定予約","290","27","研修会","3","スクール形式","2999","シティツアーズ　本社","","その他AGT","14：00～準備"
"32294","50","1","ニチレイ有恒会","2","紬(１)","2025/05/31","12:00","14:30","2025年度　ニチレイ有恒会中部支部会交流会","50","石黒　達也","1","決定予約","300","30","懇親会","72","丸卓"," "," ","ニチレイ有恒会","","宴会前に集合写真あります。"
"32302","38","1","井原市立芳井中学校","2","松","2025/05/09","18:30","19:30","井原市立芳井中学校","38","近藤　和記","1","決定予約","200","1","夕食","16","和室イステー","2102","東武トップツアーズ　福山支店","","トップツアー",""
"32302","38","1","井原市立芳井中学校","4","錦","2025/05/10","07:00","10:00","井原市立芳井中学校","38","近藤　和記","1","決定予約","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2102","東武トップツアーズ　福山支店","","トップツアー",""
"32302","38","1","井原市立芳井中学校","3","錦","2025/05/09","15:00","23:59","井原市立芳井中学校","38","近藤　和記","1","決定予約","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2102","東武トップツアーズ　福山支店","","トップツアー",""
"32338","107","1","京都市立山階南小学校","3","富士(１)","2025/05/23","07:00","08:00","京都市立山階南小学校","107","近藤　和記","1","決定予約","180","35","朝食","26","テーブル","2999","京都第一ツーリスト","","その他AGT",""
"32338","107","1","京都市立山階南小学校","1","富士(１)","2025/05/22","18:00","19:00","京都市立山階南小学校","107","近藤　和記","1","決定予約","180","1","夕食","26","テーブル","2999","京都第一ツーリスト","","その他AGT",""
"32338","107","1","京都市立山階南小学校","4","錦","2025/05/23","07:00","10:00","京都市立山階南小学校","107","近藤　和記","1","決定予約","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"32338","107","1","京都市立山階南小学校","2","錦","2025/05/22","15:00","23:59","京都市立山階南小学校","107","近藤　和記","1","決定予約","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"32397","73","1","京都市立朱雀第八小学校","3","富士(１)","2025/05/28","07:00","08:00","京都市立朱雀第八小学校","73","近藤　和記","1","決定予約","180","35","朝食","26","テーブル","2999","京都第一ツーリスト","","その他AGT",""
"32397","73","1","京都市立朱雀第八小学校","1","富士(１)","2025/05/27","18:00","19:00","京都市立朱雀第八小学校","73","近藤　和記","1","決定予約","180","1","夕食","26","テーブル","2999","京都第一ツーリスト","","その他AGT",""
"32397","73","1","京都市立朱雀第八小学校","4","錦","2025/05/28","07:00","10:00","京都市立朱雀第八小学校","73","近藤　和記","1","決定予約","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"32397","73","1","京都市立朱雀第八小学校","2","錦","2025/05/27","15:00","23:59","京都市立朱雀第八小学校","73","近藤　和記","1","決定予約","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"32443","0","1","愛知県教友会","1","富士","2025/05/12","17:15","19:15","令和7年度 愛知県教友会校長懇談会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","170","24","懇談会","72","丸卓"," ","","愛知県教友会","","じゅーたん"
"32444","120","1","愛知県教友会","1","富士","2025/05/19","17:15","19:15","令和7年度 愛知県教友会校長懇談会","120","渡瀬　太郎","1","決定予約","170","24","懇談会","72","丸卓"," ","","愛知県教友会","","じゅーたん"
"32447","150","1","愛知県教友会","3","富士","2025/05/06","12:00","14:00","愛知県教友会","150","渡瀬　太郎","5","ｷｬﾝｾﾙ","170","30","懇親会"," ",""," ","","愛知県教友会","","富士-じゅーたん　4/26も仮予約"
"32447","150","1","愛知県教友会","1","鶴","2025/05/06","10:00","12:00","令和7年度 愛知県教友会総会","150","渡瀬　太郎","5","ｷｬﾝｾﾙ","260","16","総会","4","シアター形式"," ","","愛知県教友会","","富士-じゅーたん　4/26も仮予約"
"32447","150","1","愛知県教友会","2","橘","2025/05/06","09:00","14:30","愛知県教友会 来賓控室","20","渡瀬　太郎","5","ｷｬﾝｾﾙ","350","9","控室","5","ロの字"," ","","愛知県教友会","","富士-じゅーたん　4/26も仮予約"
"32475","14","1","京都市立高雄小学校","1","三蔵A","2025/05/21","18:00","19:00","京都市立高雄小学校","14","近藤　和記","1","決定予約","495","1","夕食","26","テーブル","2999","㈱新京阪観光案内所","","その他AGT","泊あり　　桐チェックイン　レク　アウト"
"32475","14","1","京都市立高雄小学校","3","桐","2025/05/22","07:00","10:00","京都市立高雄小学校","14","近藤　和記","1","決定予約","220"," ",""," ","","2999","㈱新京阪観光案内所","","その他AGT","泊あり　　桐チェックイン　レク　アウト"
"32475","14","1","京都市立高雄小学校","2","桐","2025/05/21","15:00","23:59","京都市立高雄小学校","14","近藤　和記","1","決定予約","220"," ",""," ","","2999","㈱新京阪観光案内所","","その他AGT","泊あり　　桐チェックイン　レク　アウト"
"32476","12","1","京都市立八瀬小学校","1","三蔵A","2025/05/09","18:00","19:00","京都市立八瀬小学校","12","近藤　和記","1","決定予約","495","1","夕食","26","テーブル","2999","㈱新京阪観光案内所","","その他AGT","泊あり"
"32476","12","1","京都市立八瀬小学校","3","桐","2025/05/10","07:00","10:00","京都市立八瀬小学校","12","近藤　和記","1","決定予約","220"," ","","1","フラット","2999","㈱新京阪観光案内所","","その他AGT","泊あり"
"32476","12","1","京都市立八瀬小学校","2","桐","2025/05/09","15:00","23:59","京都市立八瀬小学校","12","近藤　和記","1","決定予約","220"," ","","1","フラット","2999","㈱新京阪観光案内所","","その他AGT","泊あり"
"32477","37","1","京都市立正親小学校","1","竹","2025/05/13","18:00","19:00","京都市立正親小学校","37","近藤　和記","1","決定予約","210","1","夕食","26","テーブル","2999","㈱新京阪観光案内所","","その他AGT","泊あり"
"32477","37","1","京都市立正親小学校","3","桐","2025/05/14","07:00","10:00","京都市立正親小学校","37","近藤　和記","1","決定予約","220","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","㈱新京阪観光案内所","","その他AGT","泊あり"
"32477","37","1","京都市立正親小学校","2","桐","2025/05/13","15:00","23:59","京都市立正親小学校","37","近藤　和記","1","決定予約","220","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","㈱新京阪観光案内所","","その他AGT","泊あり"
"32564","397","1","浦和麗明高等学校","2","鶴","2025/04/22","18:00","19:00","浦和麗明高等学校","397","伊藤　良行","5","ｷｬﾝｾﾙ","260","1","夕食","26","テーブル","2102","東武トップツアーズ埼玉教育旅行支店","","トップツアー","【富士】ｼﾞｭｰﾀﾝ"
"32564","397","1","浦和麗明高等学校","8","富士","2025/04/22","18:00","19:00","浦和麗明高等学校","0","伊藤　良行","5","ｷｬﾝｾﾙ","170","1","夕食","26","テーブル","2102","東武トップツアーズ埼玉教育旅行支店","","トップツアー","【富士】ｼﾞｭｰﾀﾝ"
"32564","397","1","浦和麗明高等学校","9","楓","2025/04/22","18:00","19:00","浦和麗明高等学校","0","伊藤　良行","5","ｷｬﾝｾﾙ","340","1","夕食","26","テーブル","2102","東武トップツアーズ埼玉教育旅行支店","","トップツアー","【富士】ｼﾞｭｰﾀﾝ"
"32564","397","1","浦和麗明高等学校","10","錦","2025/04/22","15:00","22:00","浦和麗明高等学校","0","伊藤　良行","5","ｷｬﾝｾﾙ","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場"," ","","2102","東武トップツアーズ埼玉教育旅行支店","","トップツアー","【富士】ｼﾞｭｰﾀﾝ"
"32564","397","1","浦和麗明高等学校","11","鶴","2025/04/23","07:30","08:30","浦和麗明高等学校","397","伊藤　良行","5","ｷｬﾝｾﾙ","260","35","朝食","26","テーブル","2102","東武トップツアーズ埼玉教育旅行支店","","トップツアー","【富士】ｼﾞｭｰﾀﾝ"
"32564","397","1","浦和麗明高等学校","12","富士","2025/04/23","07:00","08:00","浦和麗明高等学校","0","伊藤　良行","5","ｷｬﾝｾﾙ","170","35","朝食","26","テーブル","2102","東武トップツアーズ埼玉教育旅行支店","","トップツアー","【富士】ｼﾞｭｰﾀﾝ"
